timestamp;session;current;volt;soc;wh;mode;charge phase;charge time;temperature;fault flags;flags;charge limit
2145.667;619;1.379;8.61;65;755210;1;0;0;42.7;0;1;-1
2203.669;619;1.376;8.61;65;755401;1;0;0;41.7;0;1;-1
2315.667;619;1.244;8.66;65;755766;1;0;0;42.7;0;1;-1
2383.667;619;1.351;8.64;65;755967;1;0;0;42.7;0;1;-1
2444.667;619;0.457;8.92;65;756071;1;0;0;42.7;0;1;-1
2505.669;619;1.259;8.67;65;756163;1;0;0;41.7;0;1;-1
2566.667;619;0.650;8.85;65;756270;1;0;0;41.7;0;1;-1
2648.669;619;0.788;8.81;65;756405;1;0;0;41.7;0;1;-1
2709.669;619;0.667;8.84;65;756506;1;0;0;41.7;0;1;-1
2794.667;619;0.785;8.82;65;756709;1;0;0;41.7;0;1;-1
2855.671;619;0.658;8.85;65;756810;1;0;0;41.7;0;1;-1
2916.667;619;1.250;8.68;65;756976;1;0;0;41.7;0;1;-1
2977.667;619;0.714;8.84;65;757084;1;0;0;41.7;0;1;-1
3045.671;619;1.377;8.64;65;757193;1;0;0;41.7;0;1;-1
3106.669;619;0.321;8.95;65;757323;1;0;0;41.7;0;1;-1
3167.671;619;0.463;8.92;65;757399;1;0;0;41.7;0;1;-1
3228.671;619;0.663;8.85;65;757510;1;0;0;41.7;0;1;-1
3308.667;619;1.378;8.64;65;757640;1;0;0;41.7;0;1;-1
3369.667;619;0.659;8.86;65;757810;1;0;0;41.7;0;1;-1
3438.669;619;1.377;8.64;65;757922;1;0;0;41.7;0;1;-1
3499.667;619;0.658;8.86;65;758077;1;0;0;41.7;0;1;-1
3561.671;619;0.739;8.83;65;758178;1;0;0;41.7;0;1;-1
3622.671;619;1.377;8.64;65;758290;1;0;0;41.7;0;1;-1
3683.671;619;0.666;8.86;65;758449;1;0;0;41.7;0;1;-1
3748.671;619;1.378;8.64;65;758558;1;0;0;41.7;0;1;-1
3809.671;619;0.662;8.85;65;758724;1;0;0;42.7;0;1;-1
3896.671;619;1.327;8.66;65;758865;1;0;0;41.7;0;1;-1
3957.671;619;0.667;8.86;65;759036;1;0;0;42.7;0;1;-1
